hosp_id,hospital_name,address,city,state,zip_code,county_name,Country,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,provider_id
310,SOUTHCOAST BEHAVIORAL HEALTH,581 FAUNCE CORNER ROAD,DARTMOUTH,MA,2747,BRISTOL,USA,(615) 861-6000,Psychiatric,Proprietary,FALSE,FALSE,224041
311,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,HOT SPRING,USA,(501) 332-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40076
312,PORTER-STARKE SERVICES INC,701 WALL ST,VALPARAISO,IN,46383,PORTER,USA,(219) 531-3500,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,154052
313,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,COWETA,USA,(404) 844-8334,Acute Care Hospitals,Proprietary,FALSE,TRUE,110233
314,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,USA,(909) 427-5500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50140
315,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,USA,(815) 288-5531,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140012
316,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,USA,(352) 796-5111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,100071
317,TENNOVA HEALTHCARE-NORTH KNOXVILLE MEDICAL CENTER,7565 DANNAHER WAY POWELL,POWELL,TN,37849,KNOX,USA,(865) 545-8000,Acute Care Hospitals,Proprietary,TRUE,TRUE,440120
318,CODY REGIONAL HEALTH,707 SHERIDAN AVENUE,CODY,WY,82414,PARK,USA,(307) 578-2488,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,531312
319,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,USA,(760) 242-2311,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50300
320,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,USA,(619) 465-4411,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,54075
321,TOWNER COUNTY MEDICAL CENTER,HWY 281 N,CANDO,ND,58324,TOWNER,USA,(701) 968-4411,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,351331
322,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,USA,(650) 299-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50541
323,"CAROLINA CTR FOR BEHAVIORAL HEALTH,THE",2700 E PHILLIPS RD,GREER,SC,29650,GREENVILLE,USA,(864) 235-2335,Psychiatric,Proprietary,FALSE,FALSE,424010
324,SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HIGHWAY 2,MANISTIQUE,MI,49854,SCHOOLCRAFT,USA,(906) 341-3200,Critical Access Hospitals,Government - Local,TRUE,FALSE,231303
325,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,ST. MARY,USA,(985) 384-2200,Acute Care Hospitals,Proprietary,TRUE,TRUE,190014
326,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,USA,(620) 384-7461,Critical Access Hospitals,Government - Local,TRUE,FALSE,171322
327,ASCENSION SETON NORTHWEST,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,TRAVIS,USA,(512) 324-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450867
328,SHODAIR CHILDREN'S HOSPITAL,2755 COLONIAL DR,HELENA,MT,59601,LEWIS AND CLARK,USA,(406) 444-7500,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,274004
329,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,47150,FLOYD,USA,(812) 206-7660,Acute Care Hospitals,Physician,FALSE,FALSE,150172
330,ROGERS MEMORIAL HOSPITAL,34700 VALLEY RD,OCONOMOWOC,WI,53066,WAUKESHA,USA,(262) 646-4411,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,524018
331,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,BUTTE,USA,(530) 846-5671,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,51311
332,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,IDA,USA,(712) 364-3311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,161354
333,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850  E STATE HIGHWAY 114,TROPHY CLUB,TX,76262,DENTON,USA,(817) 837-4600,Acute Care Hospitals,Proprietary,TRUE,FALSE,450883
334,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,HARRIS,USA,(713) 757-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,450035
335,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,USA,(509) 575-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,500036
336,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,USA,(870) 238-3300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41307
337,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,USA,(818) 774-3314,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,54147
338,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,USA,(847) 872-4561,Acute Care Hospitals,Proprietary,TRUE,TRUE,140100
339,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 EAST VAN BUREN,PHOENIX,AZ,85006,MARICOPA,USA,(602) 251-8535,Psychiatric,Proprietary,FALSE,FALSE,34013
340,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,USA,(424) 835-6808,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50779
341,HARRIS CTY PSYCHIATRIC CTR,2800 MACGREGOR WAY,HOUSTON,TX,77021,HARRIS,USA,(713) 741-5000,Psychiatric,Government - State,FALSE,FALSE,454076
342,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,USA,(217) 324-2191,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,141350
343,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,JEFFERSON,USA,(409) 212-5012,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450346
344,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,TRAVIS,USA,(512) 346-1994,Acute Care Hospitals,Proprietary,TRUE,FALSE,450808
345,ADVENTHEALTH ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,PASCO,USA,(813) 788-0411,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,100046
346,THE MOSES H CONE MEMORIAL HOSPITAL,1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,USA,(336) 832-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,340091
347,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,WISE,USA,(940) 627-5921,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,450271
348,BROOKS COUNTY HOSPITAL,903 N COURT STREET,QUITMAN,GA,31643,BROOKS,USA,(912) 263-4171,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,111332
349,IU HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,MONROE,USA,(812) 353-9555,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,150051
350,CUERO REGIONAL HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,DE WITT,USA,(361) 275-6191,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,450597
351,ST CHARLES REDMOND,1253 NW CANAL BLVD,REDMOND,OR,97756,DESCHUTES,USA,(541) 548-8131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,380040
352,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714,WELLS,USA,(260) 824-3210,Acute Care Hospitals,Proprietary,TRUE,TRUE,150075
353,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,USA,(334) 774-2601,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,10021
354,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,MD,21204,BALTIMORE,USA,(410) 337-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,210063
355,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,MARION,USA,(641) 628-3150,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,161367
356,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,3894,CARROLL,USA,(603) 569-7500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,301312
357,MEDICAL CITY DALLAS,7777 FOREST LANE,DALLAS,TX,75230,DALLAS,USA,(972) 566-6222,Acute Care Hospitals,Proprietary,TRUE,TRUE,450647
358,"PIEDMONT WALTON HOSPITAL, INC",2151 W SPRING STREET,MONROE,GA,30655,WALTON,USA,(770) 267-8461,Acute Care Hospitals,Proprietary,TRUE,TRUE,110046
359,ANDERSON COUNTY HOSPITAL,421 S MAPLE,GARNETT,KS,66032,ANDERSON,USA,(785) 204-4000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,171316
360,AURORA MEDICAL CTR MANITOWOC COUNTY,5000 MEMORIAL DRIVE,TWO RIVERS,WI,54241,MANITOWOC,USA,(920) 794-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520034
361,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,USA,(217) 824-3331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,141339
362,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,USA,(607) 756-3501,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330175
363,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,USA,(740) 393-9000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,360040
364,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,LINCOLN,USA,(605) 977-7000,Acute Care Hospitals,Proprietary,TRUE,TRUE,430095
365,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,50201,STORY,USA,(515) 382-2111,Critical Access Hospitals,Government - Local,TRUE,TRUE,161333
366,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,WA,98816,CHELAN,USA,(509) 682-3300,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,501334
367,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,FAIRFAX,OK,74637,OSAGE,USA,(918) 642-3291,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,371318
368,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,WEBSTER,USA,(515) 573-3101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,160016
369,LIMESTONE MEDICAL CENTER,701 MCCLINTIC DRIVE,GROESBECK,TX,76642,LIMESTONE,USA,(254) 729-3281,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,451303
370,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,CAMERON,USA,(956) 544-1400,Acute Care Hospitals,Proprietary,TRUE,TRUE,450028
371,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,USA,(818) 995-5000,Acute Care Hospitals,Proprietary,FALSE,TRUE,50158
372,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,SANTA CLARA,USA,(408) 947-2500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,50153
373,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,PICKENS,USA,(205) 367-8111,Acute Care Hospitals,Government - Local,TRUE,FALSE,10109
374,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,PR,935,SAN JUAN,USA,(787) 763-4149,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,400012
375,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,IOWA,USA,(319) 642-5543,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,161317
376,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,USA,(505) 722-1000,Acute Care Hospitals,Government - Federal,TRUE,FALSE,320061
377,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,WINDSOR,NC,27983,BERTIE,USA,(252) 794-6600,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,341304
378,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,8534,MERCER,USA,(609) 303-4000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,310044
379,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,OK,74467,WAGONER,USA,(918) 485-5514,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,370166
380,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,BEXAR,USA,(210) 297-8256,Acute Care Hospitals,Proprietary,TRUE,TRUE,450058
381,RED RIVER HOSPITAL,1505 8TH ST,WICHITA FALLS,TX,76301,WICHITA,USA,(940) 322-3171,Psychiatric,Proprietary,FALSE,FALSE,454018
382,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,FAYETTE,USA,(770) 719-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,110215
383,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,INDIANOLA,MS,38751,SUNFLOWER,USA,(662) 887-5235,Acute Care Hospitals,Government - Local,TRUE,TRUE,250095
384,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,COLE,USA,(573) 632-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,260047
385,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,JOHNSON,USA,(913) 541-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,170176
386,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,DALLAS,USA,(214) 947-7777,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450723
387,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,USA,(773) 878-8200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,140114
388,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,USA,(408) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50604
389,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,HILLSBOROUGH,USA,(603) 668-3545,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,300034
390,LAFAYETTE GENERAL SURGICAL HOSPITAL,1000 W PINHOOK RD SUITE 100,LAFAYETTE,LA,70503,LAFAYETTE,USA,(337) 289-8095,Acute Care Hospitals,Physician,FALSE,TRUE,190268
391,HIGHLAND RIDGE HOSPITAL,7309 SOUTH 180 WEST,MIDVALE,UT,84047,SALT LAKE,USA,(801) 845-9544,Psychiatric,Proprietary,FALSE,FALSE,464015
392,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,10461,BRONX,USA,(718) 931-0600,Psychiatric,Government - State,FALSE,FALSE,334053
393,REFUGIO COUNTY MEMORIAL HOSPITAL,107 SWIFT STREET,REFUGIO,TX,78377,REFUGIO,USA,(361) 526-2321,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,451317
394,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,USA,(828) 263-1211,Acute Care Hospitals,Government - Local,TRUE,TRUE,340051
395,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,MARIETTA,OH,45750,WASHINGTON,USA,(740) 568-2000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,361319
396,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,683,SAN GERMAN,USA,(787) 892-1860,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,FALSE,400021
397,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346,VENANGO,USA,(814) 676-7600,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,390091
398,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501,LACKAWANNA,USA,(570) 348-7100,Acute Care Hospitals,Proprietary,TRUE,TRUE,390237
399,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,USA,(925) 275-9200,Acute Care Hospitals,Proprietary,TRUE,TRUE,50689
400,HOLZER MEDICAL CENTER JACKSON,500 BURLINGTON ROAD,JACKSON,OH,45640,JACKSON,USA,(740) 395-8500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,361320
401,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,MANASSAS CITY,USA,(703) 369-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,490045
402,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,DURHAM,USA,(919) 956-9300,Acute Care Hospitals,Proprietary,FALSE,TRUE,340049
403,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,USA,(928) 537-6399,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,30062
404,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,HOPEWELL CITY,USA,(804) 541-1600,Acute Care Hospitals,Proprietary,TRUE,TRUE,490020
405,ELLETT MEMORIAL HOSPITAL,610 N OHIO AVE,APPLETON CITY,MO,64724,ST. CLAIR,USA,(660) 476-2111,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,261301
406,CHADRON COMMUNITY HOSPITAL CORP,825 CENTENNIAL DRIVE,CHADRON,NE,69337,DAWES,USA,(308) 432-5586,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,281341
407,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,BETHLEHEM,PA,18017,NORTHAMPTON,USA,(610) 691-4300,Acute Care Hospitals,Physician,FALSE,FALSE,390314
408,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,7701,MONMOUTH,USA,(732) 741-2700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,310034
409,USMD HOSPITAL  AT FORT WORTH LP,5900 ALTAMESA BLVD,FORT WORTH,TX,76132,TARRANT,USA,(817) 433-9100,Acute Care Hospitals,Proprietary,TRUE,FALSE,670046
410,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,JOHNSON,USA,(913) 791-4200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,170049
411,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915,SAN JUAN,USA,(787) 782-9999,Acute Care Hospitals,Proprietary,TRUE,TRUE,400106
412,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,LAUREL,USA,(606) 330-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,180011
413,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,USA,(850) 546-7600,Acute Care Hospitals,Proprietary,TRUE,TRUE,50506
414,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,YANKTON,USA,(605) 668-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,430012
415,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON,TX,76384,WILBARGER,USA,(940) 552-9351,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,450584
416,EDWARD MCCREADY MEMORIAL HOSPITAL,201 HALL HIGHWAY,CRISFIELD,MD,21817,SOMERSET,USA,(410) 726-9496,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,210045
417,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,USA,(585) 396-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330074
418,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,USA,(912) 557-1000,Critical Access Hospitals,Proprietary,TRUE,TRUE,111323
419,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,AVOYELLES,USA,(318) 253-8611,Acute Care Hospitals,Proprietary,TRUE,TRUE,190099
420,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,FAIRFIELD,USA,(203) 576-5551,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,70028
421,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,USA,(269) 966-8000,Acute Care Hospitals,Proprietary,TRUE,TRUE,230075
422,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,CHEROKEE,USA,(828) 837-8161,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,341328
423,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,USA,(970) 945-6535,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,60075
424,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,HENNEPIN,USA,(952) 993-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,240053
425,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,1010 EAST & WEST ROAD,WEST SENECA,NY,14224,ERIE,USA,(716) 677-7000,Psychiatric,Government - State,TRUE,FALSE,334065
426,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,GRANT,NE,69140,PERKINS,USA,(308) 352-7200,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,281356
427,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,USA,(847) 742-9800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140030
428,MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER FOXCROFT,ME,4426,PISCATAQUIS,USA,(207) 564-4251,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,201309
429,RESOLUTE HEALTH HOSPITAL,"555 CREEKSIDE XING,",NEW BRAUNFELS,TX,78130,COMAL,USA,(469) 839-6778,Acute Care Hospitals,Proprietary,TRUE,TRUE,670098
430,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,150 EAST ARAPAHOE,THERMOPOLIS,WY,82443,HOT SPRINGS,USA,(307) 864-3121,Critical Access Hospitals,Government - Local,TRUE,TRUE,531304
431,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,YOAKUM,USA,(806) 592-2121,Critical Access Hospitals,Government - Local,TRUE,FALSE,451308
432,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,NORTHFIELD,MN,55057,RICE,USA,(507) 646-1001,Acute Care Hospitals,Government - Local,TRUE,TRUE,240014
433,ST MARYS HOSPITAL MEDICAL CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,BROWN,USA,(920) 498-4200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,520097
434,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,USA,(606) 783-6502,Acute Care Hospitals,Government - Federal,TRUE,TRUE,180018
435,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,USA,(573) 334-4822,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,260110
436,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,USA,(559) 935-6400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,50397
437,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,FRANKLIN,USA,(614) 775-6600,Acute Care Hospitals,Proprietary,FALSE,TRUE,360266
438,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,BOUNDARY,USA,(208) 267-4850,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,131301
439,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,DAVIDSON,USA,(615) 769-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,440006
440,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH L L MALES AVENUE,CHEYENNE,OK,73628,ROGER MILLS,USA,(580) 497-3336,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,371303
441,"ROY LESTER SCHNEIDER HOSPITAL,THE",9048 SUGAR ESTATE,ST THOMAS,VI,801,SAINT THOMAS ISLAND,USA,(809) 776-8311,Acute Care Hospitals,Government - Local,TRUE,FALSE,480001
